timestamp_ist,date,time,day_of_week,hour,is_weekend,corridor_id,corridor_name,direction,distance_m,duration_traffic_s,duration_freeflow_s,congestion_ratio,api_status,error_msg
2026-07-27 00:00:12,2026-07-27,00:00:12,Monday,0,N,20,Vidya Path: PGI Chowk ↔ Fountain Chowk,A_to_B,5475,565,714,0.791,OK,
2026-07-27 00:00:12,2026-07-27,00:00:12,Monday,0,N,20,Vidya Path: PGI Chowk ↔ Fountain Chowk,B_to_A,5474,563,716,0.786,OK,
2026-07-27 00:00:12,2026-07-27,00:00:12,Monday,0,N,21,Purv Marg: Tansport Chowk  ↔ Tribune Chowk,A_to_B,2620,348,411,0.847,OK,
2026-07-27 00:00:13,2026-07-27,00:00:13,Monday,0,N,21,Purv Marg: Tansport Chowk  ↔ Tribune Chowk,B_to_A,2611,368,436,0.844,OK,
2026-07-27 00:00:13,2026-07-27,00:00:13,Monday,0,N,22,Chandi Path: Sabzi Mandi Chowk  ↔ GMCH 32,A_to_B,2939,324,414,0.783,OK,
2026-07-27 00:00:13,2026-07-27,00:00:13,Monday,0,N,22,Chandi Path: Sabzi Mandi Chowk  ↔ GMCH 32,B_to_A,2756,301,361,0.834,OK,
2026-07-27 00:00:13,2026-07-27,00:00:13,Monday,0,N,23,Udyan Path: Secretariat Chowk  ↔ Furniture Chowk,A_to_B,7398,724,883,0.82,OK,
2026-07-27 00:00:14,2026-07-27,00:00:14,Monday,0,N,23,Udyan Path: Secretariat Chowk  ↔ Furniture Chowk,B_to_A,7219,694,830,0.836,OK,
2026-07-27 00:00:14,2026-07-27,00:00:14,Monday,0,N,24,Madhya Marg: Sector 17 ↔ Railway Station,A_to_B,7206,757,945,0.801,OK,
2026-07-27 00:00:14,2026-07-27,00:00:14,Monday,0,N,24,Madhya Marg: Sector 17 ↔ Railway Station,B_to_A,6568,808,1029,0.785,OK,
2026-07-27 00:00:15,2026-07-27,00:00:15,Monday,0,N,25,Paschim Marg: Sector 25 ↔ Sector 56,A_to_B,4090,436,535,0.815,OK,
2026-07-27 00:00:15,2026-07-27,00:00:15,Monday,0,N,25,Paschim Marg: Sector 25 ↔ Sector 56,B_to_A,3940,415,493,0.842,OK,
2026-07-27 00:30:01,2026-07-27,00:30:01,Monday,0,N,1,Madhya Marg: PGI Chowk ↔ Housing Board lights,A_to_B,9891,1106,1342,0.824,OK,
2026-07-27 00:30:02,2026-07-27,00:30:02,Monday,0,N,1,Madhya Marg: PGI Chowk ↔ Housing Board lights,B_to_A,8853,1026,1223,0.839,OK,
2026-07-27 00:30:02,2026-07-27,00:30:02,Monday,0,N,2,Udyog Path: PU Chowk ↔ Elante Mall,A_to_B,7173,803,1033,0.777,OK,
2026-07-27 00:30:02,2026-07-27,00:30:02,Monday,0,N,2,Udyog Path: PU Chowk ↔ Elante Mall,B_to_A,8051,739,1091,0.677,OK,
2026-07-27 00:30:02,2026-07-27,00:30:02,Monday,0,N,3,Dakshin Marg: Daddu Majra ↔ Hallo Majra Lights,A_to_B,8610,944,1261,0.749,OK,
2026-07-27 00:30:03,2026-07-27,00:30:03,Monday,0,N,3,Dakshin Marg: Daddu Majra ↔ Hallo Majra Lights,B_to_A,9077,1004,1438,0.698,OK,
2026-07-27 00:30:03,2026-07-27,00:30:03,Monday,0,N,4,Shanti Path: Sector 38W ↔ Sector 31 Lights,A_to_B,7418,655,881,0.743,OK,
2026-07-27 00:30:03,2026-07-27,00:30:03,Monday,0,N,4,Shanti Path: Sector 38W ↔ Sector 31 Lights,B_to_A,7590,730,937,0.779,OK,
2026-07-27 00:30:03,2026-07-27,00:30:03,Monday,0,N,5,NH 5: Grain Market ↔ Sector 47 Chowk,A_to_B,7596,722,930,0.776,OK,
2026-07-27 00:30:04,2026-07-27,00:30:04,Monday,0,N,5,NH 5: Grain Market ↔ Sector 47 Chowk,B_to_A,7551,731,972,0.752,OK,
2026-07-27 00:30:04,2026-07-27,00:30:04,Monday,0,N,6,Vigyan Path: PEC Chowk ↔ Golf Club,A_to_B,4491,394,472,0.835,OK,
2026-07-27 00:30:04,2026-07-27,00:30:04,Monday,0,N,6,Vigyan Path: PEC Chowk ↔ Golf Club,B_to_A,4518,436,525,0.83,OK,
2026-07-27 00:30:05,2026-07-27,00:30:05,Monday,0,N,7,Uttar Marg: Sector 2 Chowk ↔ Sukhna Lake,A_to_B,2481,219,274,0.799,OK,
2026-07-27 00:30:05,2026-07-27,00:30:05,Monday,0,N,7,Uttar Marg: Sector 2 Chowk ↔ Sukhna Lake,B_to_A,3144,366,423,0.865,OK,
2026-07-27 00:30:05,2026-07-27,00:30:05,Monday,0,N,8,Madhya Marg: Khudda Lahora ↔ Matka Chowk,A_to_B,4208,466,600,0.777,OK,
2026-07-27 00:30:05,2026-07-27,00:30:05,Monday,0,N,8,Madhya Marg: Khudda Lahora ↔ Matka Chowk,B_to_A,3931,425,529,0.803,OK,
2026-07-27 00:30:06,2026-07-27,00:30:06,Monday,0,N,9,Madhya Marg: GMSH 16 ↔ Kalagram,A_to_B,5231,613,744,0.824,OK,
2026-07-27 00:30:06,2026-07-27,00:30:06,Monday,0,N,9,Madhya Marg: GMSH 16 ↔ Kalagram,B_to_A,5517,587,772,0.76,OK,
2026-07-27 00:30:06,2026-07-27,00:30:06,Monday,0,N,10,Udyog Path: Dhanas ↔ ISBT Sector 17,A_to_B,4785,564,737,0.765,OK,
2026-07-27 00:30:06,2026-07-27,00:30:06,Monday,0,N,10,Udyog Path: Dhanas ↔ ISBT Sector 17,B_to_A,5507,685,919,0.745,OK,
2026-07-27 00:30:07,2026-07-27,00:30:07,Monday,0,N,11,Udyog Path: ISBT Sector 17 ↔ Elante Mall,A_to_B,3274,276,383,0.721,OK,
2026-07-27 00:30:07,2026-07-27,00:30:07,Monday,0,N,11,Udyog Path: ISBT Sector 17 ↔ Elante Mall,B_to_A,3428,316,451,0.701,OK,
2026-07-27 00:30:07,2026-07-27,00:30:07,Monday,0,N,12,Dakshin Marg: DLF Mullanpur ↔ Kisan Bhawan Chowk,A_to_B,6720,731,894,0.818,OK,
2026-07-27 00:30:07,2026-07-27,00:30:07,Monday,0,N,12,Dakshin Marg: DLF Mullanpur ↔ Kisan Bhawan Chowk,B_to_A,7109,700,950,0.737,OK,
2026-07-27 00:30:08,2026-07-27,00:30:08,Monday,0,N,13,Dakshin Marg: Kisan Bhawan Chowk ↔ Airport Chowk,A_to_B,7722,782,1090,0.717,OK,
2026-07-27 00:30:08,2026-07-27,00:30:08,Monday,0,N,13,Dakshin Marg: Kisan Bhawan Chowk ↔ Airport Chowk,B_to_A,7967,811,1138,0.713,OK,
2026-07-27 00:30:08,2026-07-27,00:30:08,Monday,0,N,14,NH 5: Max Hospital ↔ ISBT Sector 43,A_to_B,4206,338,503,0.672,OK,
2026-07-27 00:30:08,2026-07-27,00:30:08,Monday,0,N,14,NH 5: Max Hospital ↔ ISBT Sector 43,B_to_A,5445,499,667,0.748,OK,
2026-07-27 00:30:09,2026-07-27,00:30:09,Monday,0,N,15,Sukhna Path: Golf Club ↔ Cycle Chowk,A_to_B,9001,902,1154,0.782,OK,
2026-07-27 00:30:09,2026-07-27,00:30:09,Monday,0,N,15,Sukhna Path: Golf Club ↔ Cycle Chowk,B_to_A,7321,855,1080,0.792,OK,
2026-07-27 00:30:09,2026-07-27,00:30:09,Monday,0,N,16,Sarovar Path: Sukhna Lake ↔ Burail Jail,A_to_B,7816,822,1066,0.771,OK,
2026-07-27 00:30:10,2026-07-27,00:30:10,Monday,0,N,16,Sarovar Path: Sukhna Lake ↔ Burail Jail,B_to_A,7928,852,1084,0.786,OK,
2026-07-27 00:30:10,2026-07-27,00:30:10,Monday,0,N,17,Himalaya Marg: Rock Garden ↔ ISBT 43,A_to_B,8803,884,1097,0.806,OK,
2026-07-27 00:30:10,2026-07-27,00:30:10,Monday,0,N,17,Himalaya Marg: Rock Garden ↔ ISBT 43,B_to_A,8958,850,1128,0.754,OK,
2026-07-27 00:30:10,2026-07-27,00:30:10,Monday,0,N,18,Jan Marg: High Court ↔ ISBT 17,A_to_B,3334,331,390,0.849,OK,
2026-07-27 00:30:11,2026-07-27,00:30:11,Monday,0,N,18,Jan Marg: High Court ↔ ISBT 17,B_to_A,3132,276,337,0.819,OK,
2026-07-27 00:30:11,2026-07-27,00:30:11,Monday,0,N,19,Jan Marg: ISBT 17 ↔ ISBT 43,A_to_B,4115,408,568,0.718,OK,
2026-07-27 00:30:11,2026-07-27,00:30:11,Monday,0,N,19,Jan Marg: ISBT 17 ↔ ISBT 43,B_to_A,4233,419,579,0.724,OK,
2026-07-27 00:30:11,2026-07-27,00:30:11,Monday,0,N,20,Vidya Path: PGI Chowk ↔ Fountain Chowk,A_to_B,5475,550,714,0.77,OK,
2026-07-27 00:30:12,2026-07-27,00:30:12,Monday,0,N,20,Vidya Path: PGI Chowk ↔ Fountain Chowk,B_to_A,5474,551,716,0.77,OK,
2026-07-27 00:30:12,2026-07-27,00:30:12,Monday,0,N,21,Purv Marg: Tansport Chowk  ↔ Tribune Chowk,A_to_B,2620,334,411,0.813,OK,
2026-07-27 00:30:12,2026-07-27,00:30:12,Monday,0,N,21,Purv Marg: Tansport Chowk  ↔ Tribune Chowk,B_to_A,2611,376,436,0.862,OK,
2026-07-27 00:30:12,2026-07-27,00:30:12,Monday,0,N,22,Chandi Path: Sabzi Mandi Chowk  ↔ GMCH 32,A_to_B,2939,319,414,0.771,OK,
2026-07-27 00:30:13,2026-07-27,00:30:13,Monday,0,N,22,Chandi Path: Sabzi Mandi Chowk  ↔ GMCH 32,B_to_A,2756,301,361,0.834,OK,
2026-07-27 00:30:13,2026-07-27,00:30:13,Monday,0,N,23,Udyan Path: Secretariat Chowk  ↔ Furniture Chowk,A_to_B,7398,697,883,0.789,OK,
2026-07-27 00:30:13,2026-07-27,00:30:13,Monday,0,N,23,Udyan Path: Secretariat Chowk  ↔ Furniture Chowk,B_to_A,7219,666,830,0.802,OK,
2026-07-27 00:30:13,2026-07-27,00:30:13,Monday,0,N,24,Madhya Marg: Sector 17 ↔ Railway Station,A_to_B,7206,731,945,0.774,OK,
2026-07-27 00:30:14,2026-07-27,00:30:14,Monday,0,N,24,Madhya Marg: Sector 17 ↔ Railway Station,B_to_A,6340,754,982,0.768,OK,
2026-07-27 00:30:14,2026-07-27,00:30:14,Monday,0,N,25,Paschim Marg: Sector 25 ↔ Sector 56,A_to_B,4090,430,535,0.804,OK,
2026-07-27 00:30:14,2026-07-27,00:30:14,Monday,0,N,25,Paschim Marg: Sector 25 ↔ Sector 56,B_to_A,3940,421,493,0.854,OK,
2026-07-27 01:00:02,2026-07-27,01:00:02,Monday,1,N,1,Madhya Marg: PGI Chowk ↔ Housing Board lights,A_to_B,9891,1093,1342,0.814,OK,
2026-07-27 01:00:02,2026-07-27,01:00:02,Monday,1,N,1,Madhya Marg: PGI Chowk ↔ Housing Board lights,B_to_A,8853,1003,1223,0.82,OK,
2026-07-27 01:00:02,2026-07-27,01:00:02,Monday,1,N,2,Udyog Path: PU Chowk ↔ Elante Mall,A_to_B,7173,830,1033,0.803,OK,
2026-07-27 01:00:02,2026-07-27,01:00:02,Monday,1,N,2,Udyog Path: PU Chowk ↔ Elante Mall,B_to_A,8051,750,1091,0.687,OK,
2026-07-27 01:00:03,2026-07-27,01:00:03,Monday,1,N,3,Dakshin Marg: Daddu Majra ↔ Hallo Majra Lights,A_to_B,8610,976,1261,0.774,OK,
2026-07-27 01:00:03,2026-07-27,01:00:03,Monday,1,N,3,Dakshin Marg: Daddu Majra ↔ Hallo Majra Lights,B_to_A,9077,1006,1438,0.7,OK,
2026-07-27 01:00:03,2026-07-27,01:00:03,Monday,1,N,4,Shanti Path: Sector 38W ↔ Sector 31 Lights,A_to_B,7418,651,881,0.739,OK,
2026-07-27 01:00:04,2026-07-27,01:00:04,Monday,1,N,4,Shanti Path: Sector 38W ↔ Sector 31 Lights,B_to_A,7590,736,937,0.785,OK,
2026-07-27 01:00:04,2026-07-27,01:00:04,Monday,1,N,5,NH 5: Grain Market ↔ Sector 47 Chowk,A_to_B,7596,733,930,0.788,OK,
2026-07-27 01:00:04,2026-07-27,01:00:04,Monday,1,N,5,NH 5: Grain Market ↔ Sector 47 Chowk,B_to_A,7551,746,972,0.767,OK,
2026-07-27 01:00:04,2026-07-27,01:00:04,Monday,1,N,6,Vigyan Path: PEC Chowk ↔ Golf Club,A_to_B,4491,387,472,0.82,OK,
2026-07-27 01:00:05,2026-07-27,01:00:05,Monday,1,N,6,Vigyan Path: PEC Chowk ↔ Golf Club,B_to_A,4518,429,525,0.817,OK,
2026-07-27 01:00:05,2026-07-27,01:00:05,Monday,1,N,7,Uttar Marg: Sector 2 Chowk ↔ Sukhna Lake,A_to_B,2481,227,274,0.828,OK,
2026-07-27 01:00:05,2026-07-27,01:00:05,Monday,1,N,7,Uttar Marg: Sector 2 Chowk ↔ Sukhna Lake,B_to_A,3144,355,423,0.839,OK,
2026-07-27 01:00:05,2026-07-27,01:00:05,Monday,1,N,8,Madhya Marg: Khudda Lahora ↔ Matka Chowk,A_to_B,4208,442,600,0.737,OK,
2026-07-27 01:00:06,2026-07-27,01:00:06,Monday,1,N,8,Madhya Marg: Khudda Lahora ↔ Matka Chowk,B_to_A,3931,392,529,0.741,OK,
2026-07-27 01:00:06,2026-07-27,01:00:06,Monday,1,N,9,Madhya Marg: GMSH 16 ↔ Kalagram,A_to_B,5231,594,744,0.798,OK,
2026-07-27 01:00:06,2026-07-27,01:00:06,Monday,1,N,9,Madhya Marg: GMSH 16 ↔ Kalagram,B_to_A,5517,596,772,0.772,OK,
2026-07-27 01:00:07,2026-07-27,01:00:07,Monday,1,N,10,Udyog Path: Dhanas ↔ ISBT Sector 17,A_to_B,4785,562,737,0.763,OK,
2026-07-27 01:00:07,2026-07-27,01:00:07,Monday,1,N,10,Udyog Path: Dhanas ↔ ISBT Sector 17,B_to_A,5507,675,919,0.734,OK,
2026-07-27 01:00:07,2026-07-27,01:00:07,Monday,1,N,11,Udyog Path: ISBT Sector 17 ↔ Elante Mall,A_to_B,3274,307,383,0.802,OK,
2026-07-27 01:00:07,2026-07-27,01:00:07,Monday,1,N,11,Udyog Path: ISBT Sector 17 ↔ Elante Mall,B_to_A,3428,327,451,0.725,OK,
2026-07-27 01:00:08,2026-07-27,01:00:08,Monday,1,N,12,Dakshin Marg: DLF Mullanpur ↔ Kisan Bhawan Chowk,A_to_B,6720,712,894,0.796,OK,
2026-07-27 01:00:08,2026-07-27,01:00:08,Monday,1,N,12,Dakshin Marg: DLF Mullanpur ↔ Kisan Bhawan Chowk,B_to_A,7109,710,950,0.747,OK,
2026-07-27 01:00:08,2026-07-27,01:00:08,Monday,1,N,13,Dakshin Marg: Kisan Bhawan Chowk ↔ Airport Chowk,A_to_B,7722,830,1090,0.761,OK,
2026-07-27 01:00:08,2026-07-27,01:00:08,Monday,1,N,13,Dakshin Marg: Kisan Bhawan Chowk ↔ Airport Chowk,B_to_A,7967,821,1138,0.721,OK,
2026-07-27 01:00:09,2026-07-27,01:00:09,Monday,1,N,14,NH 5: Max Hospital ↔ ISBT Sector 43,A_to_B,4206,346,503,0.688,OK,
2026-07-27 01:00:09,2026-07-27,01:00:09,Monday,1,N,14,NH 5: Max Hospital ↔ ISBT Sector 43,B_to_A,5445,495,667,0.742,OK,
2026-07-27 01:00:09,2026-07-27,01:00:09,Monday,1,N,15,Sukhna Path: Golf Club ↔ Cycle Chowk,A_to_B,9030,879,1147,0.766,OK,
2026-07-27 01:00:09,2026-07-27,01:00:09,Monday,1,N,15,Sukhna Path: Golf Club ↔ Cycle Chowk,B_to_A,7321,862,1080,0.798,OK,
2026-07-27 01:00:10,2026-07-27,01:00:10,Monday,1,N,16,Sarovar Path: Sukhna Lake ↔ Burail Jail,A_to_B,7816,803,1066,0.753,OK,
2026-07-27 01:00:10,2026-07-27,01:00:10,Monday,1,N,16,Sarovar Path: Sukhna Lake ↔ Burail Jail,B_to_A,7928,835,1084,0.77,OK,
2026-07-27 01:00:10,2026-07-27,01:00:10,Monday,1,N,17,Himalaya Marg: Rock Garden ↔ ISBT 43,A_to_B,8803,878,1097,0.8,OK,
2026-07-27 01:00:11,2026-07-27,01:00:11,Monday,1,N,17,Himalaya Marg: Rock Garden ↔ ISBT 43,B_to_A,8958,851,1128,0.754,OK,
2026-07-27 01:00:11,2026-07-27,01:00:11,Monday,1,N,18,Jan Marg: High Court ↔ ISBT 17,A_to_B,3334,323,390,0.828,OK,
2026-07-27 01:00:11,2026-07-27,01:00:11,Monday,1,N,18,Jan Marg: High Court ↔ ISBT 17,B_to_A,3132,268,337,0.795,OK,
2026-07-27 01:00:11,2026-07-27,01:00:11,Monday,1,N,19,Jan Marg: ISBT 17 ↔ ISBT 43,A_to_B,4115,403,568,0.71,OK,
2026-07-27 01:00:12,2026-07-27,01:00:12,Monday,1,N,19,Jan Marg: ISBT 17 ↔ ISBT 43,B_to_A,4233,423,579,0.731,OK,
2026-07-27 01:00:12,2026-07-27,01:00:12,Monday,1,N,20,Vidya Path: PGI Chowk ↔ Fountain Chowk,A_to_B,5475,541,714,0.758,OK,
2026-07-27 01:00:12,2026-07-27,01:00:12,Monday,1,N,20,Vidya Path: PGI Chowk ↔ Fountain Chowk,B_to_A,5474,549,716,0.767,OK,
2026-07-27 01:00:12,2026-07-27,01:00:12,Monday,1,N,21,Purv Marg: Tansport Chowk  ↔ Tribune Chowk,A_to_B,2620,337,411,0.82,OK,
2026-07-27 01:00:13,2026-07-27,01:00:13,Monday,1,N,21,Purv Marg: Tansport Chowk  ↔ Tribune Chowk,B_to_A,2611,365,436,0.837,OK,
2026-07-27 01:00:13,2026-07-27,01:00:13,Monday,1,N,22,Chandi Path: Sabzi Mandi Chowk  ↔ GMCH 32,A_to_B,2939,320,414,0.773,OK,
2026-07-27 01:00:13,2026-07-27,01:00:13,Monday,1,N,22,Chandi Path: Sabzi Mandi Chowk  ↔ GMCH 32,B_to_A,2756,303,361,0.839,OK,
2026-07-27 01:00:13,2026-07-27,01:00:13,Monday,1,N,23,Udyan Path: Secretariat Chowk  ↔ Furniture Chowk,A_to_B,7398,686,883,0.777,OK,
2026-07-27 01:00:14,2026-07-27,01:00:14,Monday,1,N,23,Udyan Path: Secretariat Chowk  ↔ Furniture Chowk,B_to_A,7219,670,830,0.807,OK,
2026-07-27 01:00:14,2026-07-27,01:00:14,Monday,1,N,24,Madhya Marg: Sector 17 ↔ Railway Station,A_to_B,7206,749,945,0.793,OK,
2026-07-27 01:00:14,2026-07-27,01:00:14,Monday,1,N,24,Madhya Marg: Sector 17 ↔ Railway Station,B_to_A,6340,747,982,0.761,OK,
2026-07-27 01:00:14,2026-07-27,01:00:14,Monday,1,N,25,Paschim Marg: Sector 25 ↔ Sector 56,A_to_B,4090,424,535,0.793,OK,
2026-07-27 01:00:15,2026-07-27,01:00:15,Monday,1,N,25,Paschim Marg: Sector 25 ↔ Sector 56,B_to_A,3940,408,493,0.828,OK,
2026-07-27 01:30:01,2026-07-27,01:30:01,Monday,1,N,1,Madhya Marg: PGI Chowk ↔ Housing Board lights,A_to_B,9891,1079,1342,0.804,OK,
2026-07-27 01:30:02,2026-07-27,01:30:02,Monday,1,N,1,Madhya Marg: PGI Chowk ↔ Housing Board lights,B_to_A,8853,967,1223,0.791,OK,
2026-07-27 01:30:02,2026-07-27,01:30:02,Monday,1,N,2,Udyog Path: PU Chowk ↔ Elante Mall,A_to_B,7173,751,1033,0.727,OK,
2026-07-27 01:30:02,2026-07-27,01:30:02,Monday,1,N,2,Udyog Path: PU Chowk ↔ Elante Mall,B_to_A,8051,736,1091,0.675,OK,
2026-07-27 01:30:02,2026-07-27,01:30:02,Monday,1,N,3,Dakshin Marg: Daddu Majra ↔ Hallo Majra Lights,A_to_B,8610,947,1261,0.751,OK,
2026-07-27 01:30:03,2026-07-27,01:30:03,Monday,1,N,3,Dakshin Marg: Daddu Majra ↔ Hallo Majra Lights,B_to_A,9077,984,1438,0.684,OK,
2026-07-27 01:30:03,2026-07-27,01:30:03,Monday,1,N,4,Shanti Path: Sector 38W ↔ Sector 31 Lights,A_to_B,7417,649,881,0.737,OK,
2026-07-27 01:30:03,2026-07-27,01:30:03,Monday,1,N,4,Shanti Path: Sector 38W ↔ Sector 31 Lights,B_to_A,7590,740,937,0.79,OK,
2026-07-27 01:30:03,2026-07-27,01:30:03,Monday,1,N,5,NH 5: Grain Market ↔ Sector 47 Chowk,A_to_B,7596,719,930,0.773,OK,
2026-07-27 01:30:04,2026-07-27,01:30:04,Monday,1,N,5,NH 5: Grain Market ↔ Sector 47 Chowk,B_to_A,7551,736,972,0.757,OK,
2026-07-27 01:30:04,2026-07-27,01:30:04,Monday,1,N,6,Vigyan Path: PEC Chowk ↔ Golf Club,A_to_B,4491,382,472,0.809,OK,
2026-07-27 01:30:04,2026-07-27,01:30:04,Monday,1,N,6,Vigyan Path: PEC Chowk ↔ Golf Club,B_to_A,4518,424,525,0.808,OK,
2026-07-27 01:30:05,2026-07-27,01:30:05,Monday,1,N,7,Uttar Marg: Sector 2 Chowk ↔ Sukhna Lake,A_to_B,2481,217,274,0.792,OK,
